shape_code,human_readable_id,description,roof,semitransparency,OOB,categorization,qualities
0x0062,,,,,,terrain,0;256;281;769;822;823;1334
0x0063,,,,,,base,0
0x0064,,,,,,base,0
0x0065,,,,,,base,0
0x0066,Invisible_Wall_0066,Editor Object,,true,,editor,0
0x0067,INVISIBLE_WALL_0067,Editor Object,,true,,editor,0
0x0068,INVISIBLE_WALL_0068,Editor Object,,true,,editor,0
0x0069,INVISIBLE_WALL_0069,Editor Object,,true,,editor,0
0x006a,,,,,,terrain,0
0x006b,,,,,,terrain,40;257
0x006c,,,,,,roof,0;1;2;3;5;10;11;13;17;18;19;20;21;26;27;34;37;40;42;43;46;49
0x006d,,,,,,terrain,0
0x006e,,,,,,terrain,0
0x006f,,,,,,base,0
0x0070,yelrail_shape_0070,Auto-derived from YELRAIL self-shape comparison in USECODE,,,,base,0;524;786
0x0071,,,,,,terrain,0
0x0072,,,,,,terrain,0;773
0x0073,,,,,,terrain,0
0x0074,,,,,,base,0
0x0075,,,,,,terrain,0
0x0076,,,,,,terrain,0
0x0077,,,,,,terrain,0;1295
0x0078,,,,,,terrain,0
0x0079,,,,,,terrain,0
0x007a,,,,,,terrain,0
0x007b,door_shape_007b,Auto-derived from DOOR self-shape comparison in USECODE,,,,base,7;12;13;15;16;19;23;24;25;27;31;34;234
0x007c,,,,,,terrain,0
0x007d,,,,,,base,0
0x007e,,,,,,base,0
0x007f,,,,,,terrain,0
0x0080,,,,,,base,21;24;271;272;288;771;783;799;1793
0x0081,,,,,,base,7;11;29;257;273;278;281;285;782;783;798;818
0x0082,,,,,,base,0;776;1288
0x0083,,,,,,terrain,0
0x0084,,,,,,terrain,0;769
0x0085,,,,,,,
0x0086,,,,,,base,0
0x0087,,,,,,base,0
0x0088,yelrail_shape_0088,Auto-derived from YELRAIL self-shape comparison in USECODE,,,,base,0;786
0x0089,,,,,,terrain,0;1281
0x008a,yelrail_shape_008a,Auto-derived from YELRAIL self-shape comparison in USECODE,,,,base,0
0x008b,yelrail_shape_008b,Auto-derived from YELRAIL self-shape comparison in USECODE,,,,base,0;1289
0x008c,yelrail_shape_008c,Auto-derived from YELRAIL self-shape comparison in USECODE,,,,base,0;287;778;833
0x008d,yelrail_shape_008d,Auto-derived from YELRAIL self-shape comparison in USECODE,,,,base,0
0x008e,,,,,,terrain,0
0x008f,,,,,,terrain,0;260;275;780;786;1292;2364
0x0091,yelrail_shape_0091,Auto-derived from YELRAIL self-shape comparison in USECODE,,,,base,0;786
0x0092,yelrail_shape_0092,Auto-derived from YELRAIL self-shape comparison in USECODE,,,,base,0;832
0x0093,yelrail_shape_0093,Auto-derived from YELRAIL self-shape comparison in USECODE,,,,base,0;786;1285;1296;1792
0x0094,,,,,,terrain,0
0x0095,door_shape_0095,Auto-derived from DOOR self-shape comparison in USECODE,,,,base,9;10;12;17;19;20;30
0x0096,,,,,,terrain,0;780;1295
0x0099,door_shape_0099,Auto-derived from DOOR self-shape comparison in USECODE,,,,base,1;5;11;15;22;33
0x009a,,,,,,terrain,0
0x009b,,,,,,base,0
0x009c,,,,,,base,0;7;9;22;23;26
0x009d,,,,,,terrain,0;4;5
0x009e,,,,,,terrain,0
0x009f,,,,,,terrain,0
0x00a0,,,,,,terrain,0
0x00a1,,,,,,base,2;3;5;6;55;61;265;777;784;785;787;789;794;823;967
0x00a2,,,,,,base,8;259;261;491;781;787;791;792;793;795
0x00a3,,,,,,base,16473
0x00a4,,,,,,base,0
0x00a5,,,,,,,
0x00a6,,,,,,base,0
0x00a7,,,,,,base,0
0x00a8,,,,,,base,0
0x00a9,door_shape_00a9,Auto-derived from DOOR self-shape comparison in USECODE,,,,base,1;3;4;5;7;8;10;11;13;101;102;103;104;105;106;107;108;109;110;111
0x00aa,barrel_shape_00aa,Auto-derived from BARREL self-shape comparison in USECODE,,,,terrain,0;10;256;796
0x00ab,,,,,,base,82
0x00ad,,,,,,base,0
0x00ae,,,,,,base,0
0x00b0,,,,,,base,0
0x00b1,,,,,,base,0
0x00b5,,,,,,base,0
0x00ba,,,,,,base,0
0x00bb,,,,,,base,0
0x00bc,,,,,,base,0;256;778;833;1290
0x00bd,,,,,,helper,0;6;17;21;24;234
0x00be,,,,,,base,2
0x00bf,,,,,,base,0
0x00c0,,,,,,base,0
0x00c1,,,,,,base,0
0x00c2,,,,,,base,19;21
0x00c3,,,,,,base,0
0x00c4,,,,,,base,0
0x00c5,,,,,,base,0
0x00c6,,,,,,base,0
0x00c8,,,,,,base,0
0x00ca,,,,,,base,0
0x00cb,,,,,,base,4
0x00cc,,,,,,terrain,0
0x00cd,,,,,,terrain,0
0x00ce,,,,,,terrain,0
0x00cf,,,,,,terrain,0
0x00d0,,,,,,base,3
0x00d1,,,,,,terrain,0
0x00d2,,,,,,base,0
0x00d5,,,,,,base,0
0x00dd,,,,,,base,0
0x00df,,,,,,base,0
0x00e0,,,,,,base,0
0x00e2,,,,,,base,0
0x00e3,,,,,,terrain,0
0x00e5,,,,,,terrain,0
0x00e6,,,,,,base,0
0x00e7,,,,,,terrain,0
0x00e8,,,,,,terrain,0
0x00e9,Invisible_Wall_00e9,Editor Object,,true,,editor,0
0x00ea,,,,,,base,0
0x00eb,,,,,,base,0
0x00ec,,,,,,base,0;1295
0x00ed,,,,,,base,0
0x00ee,,,,,,base,0
0x00ef,,,,,,terrain,0
0x00f0,,,,,,terrain,0
0x00f1,,,,,,base,0
0x00f2,,,,,,base,0
0x00f3,,,,,,base,0
0x00f4,,,,,,base,0
0x00f5,,,,,,base,0;1300;2602
0x00f6,,,,,,terrain,0
0x00f7,,,,,,terrain,0
0x00f8,,,,,,terrain,0
0x00f9,,,,,,terrain,0
0x00fa,,,,,,terrain,0
0x00fb,,,,,,terrain,0
0x00fc,,,,,,terrain,0
0x00fd,,,,,,terrain,0
0x00fe,,,,,,terrain,0
0x00ff,,,,,,base,0
0x0100,,,,,,base,56;21000
0x0101,,,,,,base,0
0x0102,,,,,,base,0;3;4;20;40;2570;3104;4928;42752
0x0103,,,,,,base,25970
0x0107,,,,,,base,6
0x0108,wallgun_shape_0108,Auto-derived from WALLGUN self-shape comparison in USECODE,,,,helper,8448;11268;14086;14100;14103;14104
0x0109,,,,,,base,0
0x010a,,,,,,terrain,0
0x010b,,,,,,terrain,0
0x010c,,,,,,terrain,0
0x010d,,,,,,terrain,0;1312
0x010e,,,,,,terrain,0;1297
0x010f,,,,,,terrain,0
0x0110,ITEM_UNKNOWN_REMOVED_0110,"Uknown item, cannot be picked up",,,,base,0
0x0111,,,,,,helper,1;2;3;6;12;20
0x0112,ITEM_UNKNOWN_REMOVED_0112,"Unknown item, cannot be picked up",,,,base,0
0x0113,wallgun_shape_0113,Auto-derived from WALLGUN self-shape comparison in USECODE,,,,helper,8450;11276;11284;11286;14085;14093;14099;14106
0x0114,,,,,,base,0
0x0115,,,,,,base,0
0x0116,,,,,,base,0
0x0117,,,,,,roof,0;1829
0x0118,,,,,,roof,0
0x0119,,,,,,base,0
0x011a,,,,,,base,0
0x011b,,,,,,base,0
0x011c,,,,,,base,0
0x011d,,,,,,base,0
0x011e,,,,,,base,0
0x011f,,,,,,base,0
0x0120,,Editor Object,,,,editor,12
0x0121,,,,,,base,0
0x0122,,,,,,base,0
0x0123,,,,,,base,0
0x0124,,,,,,base,0
0x0125,,,,,,base,0
0x0126,,,,,,base,0;775
0x0127,,,,,,roof,0
0x0128,,,,,,base,0
0x0129,,,,,,base,0
0x012a,,,,,,base,0;1281
0x012b,,,,,,base,0
0x012c,,,,,,base,0
0x012d,,,,,,base,0
0x012e,ROOF_BLACK_012E,,true,,,base,0;19;31;32
0x012f,,,,,,terrain,2;7;9;16;18;19;29;31;55;61
0x0130,,,,,,base,0
0x0131,,,,,,terrain,0
0x0132,,,,,,terrain,0
0x0133,,,,,,terrain,39680
0x0134,,,,,,terrain,2
0x0135,,,,,,terrain,1;2;3;4;5;6
0x0136,,,,,,base,0
0x0137,,,,,,base,0
0x0138,,,,,,terrain,0
0x0139,,,,,,base,0
0x013a,,,,,,terrain,0
0x013b,,,,,,base,0
0x013c,,,,,,base,0
0x013d,,,,,,terrain,0;512;1280;1297
0x013e,,,,,,base,0;316;506;513;2364
0x013f,,,,,,base,0
0x0140,,,,,,base,0
0x0141,,,,,,base,0
0x0142,,,,,,terrain,0
0x0143,,,,,,terrain,0
0x0144,,,,,,terrain,0;778;1290
0x0145,,,,,,terrain,0
0x0146,,,,,,terrain,0
0x0147,,,,,,terrain,0
0x0148,,,,,,terrain,0
0x0149,,,,,,terrain,0
0x014a,,,,,,terrain,0
0x014b,,,,,,terrain,0;786
0x014c,,,,,,terrain,0;10
0x014d,,,,,,terrain,0
0x014e,,,,,,terrain,0
0x014f,,,,,,terrain,0
0x0150,,,,,,terrain,0
0x0151,barrel_shape_0151,Auto-derived from BARREL self-shape comparison in USECODE,,,,base,0
0x0152,BARREL_YELLOW_SIDEWAYS_0152,Auto-derived from BARREL self-shape comparison in USECODE,,,,base,0
0x0153,BARREL_YELLOW_SIDEWAYS_0153,Auto-derived from BARREL self-shape comparison in USECODE,,,,base,0
0x0154,barrel_shape_0154,Auto-derived from BARREL self-shape comparison in USECODE,,,,base,0
0x0155,barrel_shape_0155,Auto-derived from BARREL self-shape comparison in USECODE,,,,terrain,0
0x0156,,,,,,base,0
0x0157,,,,,,base,0
0x0158,,,,,,base,0
0x0159,,,,,,base,0
0x015a,,,,,,terrain,0
0x015b,,,,,,base,0
0x015c,,,,,,base,0
0x015d,,,,,,terrain,0
0x015e,,,,,,terrain,0
0x015f,,,,,,terrain,0
0x0160,,,,,,base,0
0x0161,,,,,,base,0;1285
0x0162,,,,,,base,0;785
0x0163,,,,,,base,0
0x0164,,,,,,base,0;522;1802
0x0165,,,,,,base,1;12;63;2573;3328;4619;43520
0x0166,,,,,,base,0
0x0167,REACTOR,Level 1 Reactor,,,,roof,0
0x0168,REACTOR_CELL,Level 1,,,,terrain,0
0x0169,,,,,,base,0;785;823;1285
0x016a,,,,,,base,0;775;790
0x016b,,,,,,base,0;1290
0x0174,,,,,,base,0;2587
0x0175,OOB_WALL_BLACK_0175,,,,true,base,0
0x0176,,,,,,terrain,0
0x0177,OOB_WALL_BLACK_0177,,,,true,base,0
0x0178,OOB_WALL_BLACK_0178,,,,true,base,0
0x0179,OOB_WALL_BLACK_0179,,,,true,base,0
0x017a,OOB_WALL_BLACK_017A,,,,true,base,0
0x017b,,,,,,base,0
0x017c,OOB_WALL_BLACK_017C,,,,true,base,0
0x017d,OOB_WALL_BLACK_017D,,,,true,base,0
0x017e,OOB_WALL_BLACK_017E,,,,true,base,0
0x017f,,,,,,base,0
0x0180,,,,,,base,0
0x0181,,,,,,base,0
0x0182,,,,,,terrain,0
0x0183,,,,,,base,0
0x0184,,,,,,base,0
0x0185,,,,,,terrain,0
0x0186,,,,,,base,0
0x0187,WALL_EDGE,Not sure,,,,base,0
0x0188,,,,,,terrain,0;18
0x0189,ELEVATOR_DOOR_SEGMENT,,,,,base,0
0x018a,,,,,,base,0
0x018b,,,,,,base,0
0x018c,,,,,,base,0
0x018d,ELEVATOR_DOOR_LEFT,,,,,base,11;55
0x018e,TELEPAD_RED,,,,,terrain,0
0x018f,,,,,,base,0
0x0190,,,,,,base,0
0x0191,,,,,,base,0
0x0192,,,,,,base,0
0x0193,ELEVATOR_DOOR_RIGHT,,,,,base,11;55
0x0194,,Editor Object,,,,egg,1;2;3;4;5;6;7;8;9;14;15;16;18;20;21;28;29;30;45;99;250;263;284;285;301;355
0x0195,,,,,,base,0
0x0196,,,,,,base,0
0x0197,,,,,,base,0
0x0199,,,,,,terrain,781;784
0x019a,,,,,,base,0
0x019b,,,,,,helper,1;26;45
0x019c,,,,,,helper,8
0x019d,,,,,,terrain,0
0x019e,,,,,,terrain,0
0x019f,,,,,,base,0
0x01a0,,,,,,base,0
0x01a2,RADAR_DISH,,,,,base,0
0x01a3,,,,,,base,0
0x01a4,,,,,,base,0
0x01a5,,,,,,base,0
0x01a6,COMM_CONSOLE,,,,,base,0
0x01a7,,,,,,base,0
0x01a8,,,,,,base,0
0x01a9,,,,,,base,0
0x01aa,,,,,,base,0
0x01ab,,,,,,base,2;16;18;25;30;32;199
0x01ac,,,,,,terrain,0
0x01ad,,,,,,terrain,0
0x01ae,,,,,,terrain,0;1340
0x01af,,,,,,terrain,0
0x01b0,,,,,,terrain,0
0x01b1,,,,,,terrain,0
0x01b2,,,,,,terrain,0
0x01b3,,,,,,terrain,0
0x01b4,npcdeath_shape_01b4,Auto-derived from NPCDEATH self-shape comparison in USECODE,,,,helper,0
0x01b5,,,,,,terrain,0
0x01b6,,,,,,helper,262;267;282;319
0x01b7,,,,,,helper,0
0x01b8,camera,,,,,helper,0;261;264;279;280;282;456;770;25868
0x01b9,wallgun_shape_01b9,Auto-derived from WALLGUN self-shape comparison in USECODE,,,,helper,0
0x01ba,wallgun_shape_01ba,Auto-derived from WALLGUN self-shape comparison in USECODE,,,,helper,0;1491
0x01bb,,,,,,base,0
0x01bc,LIGHT_TUBE,A tube with a light inside,,,,roof,0
0x01bd,,,,,,terrain,0
0x01be,,,,,,terrain,0
0x01bf,ELECTRODE,The zappy things that flash the whole screen when destroyed,,,,terrain,0
0x01c0,,,,,,base,0
0x01c1,TUBE_PLATFORM,A platform for square tubes,,,,terrain,0
0x01c2,,,,,,base,11;12;199
0x01c3,,,,,,base,0
0x01c4,,,,,,base,0
0x01c5,,,,,,base,0
0x01c6,ELEVATOR_DOOR_LEFT_2,,,,,base,1;2;13
0x01c7,ELEVATOR_DOOR_RIGHT_2,,,,,base,1;2;13
0x01c8,WHITE_GRID,It's a white grid no idea,,,,terrain,4
0x01c9,,,,,,base,0;12
0x01ca,,,,,,terrain,0
0x01cb,,,,,,base,23
0x01cc,,,,,,base,23
0x01cd,wallgun_shape_01cd,Auto-derived from WALLGUN self-shape comparison in USECODE,,,,helper,14112
0x01ce,,,,,,base,0;6;15;16;23;27;301
0x01cf,,,,,,base,12;15;16;21;277
0x01d0,,,,,,base,3
0x01d1,,,,,,base,257
0x01d2,,,,,,base,0;6;17;24;257;277
0x01d3,,,,,,base,4;13;18;24;257;277
0x01d4,,,,,,terrain,0
0x01d5,IR_SENSOR,,,,,base,1;4;13;15;45
0x01d6,,,,,,base,0
0x01d7,,,,,,helper,5;22;268;273;279;281;288;784;787;25857
0x01d8,,,,,,base,0
0x01d9,,,,,,base,0
0x01da,NARROW_COLUMN_BASE,,,,,terrain,0
0x01db,TELEPORTER_LIGHTS,,,,,terrain,9;14;15;18;20;21;30;45;255
0x01dc,,,,,,terrain,0;2560
0x01dd,,,,,,terrain,0
0x01de,,,,,,terrain,0
0x01df,,,,,,terrain,0
0x01e0,,,,,,terrain,0
0x01e1,,,,,,terrain,0
0x01e2,,,,,,terrain,0
0x01e3,,,,,,terrain,0;257;1281
0x01e4,SMALL_BOX_PROP,,,,,terrain,0
0x01e5,,,,,,base,0
0x01e6,,,,,,terrain,0
0x01e7,,,,,,terrain,0;2304
0x01e8,,,,,,terrain,0;768;1280;1286
0x01e9,,,,,,base,0
0x01ea,,,,,,base,0
0x01eb,,,,,,terrain,0
0x01ec,,,,,,terrain,0
0x01ee,PRISON_BARS_DOOR,,,,,terrain,0;1;2;3
0x01ef,,,,,,terrain,0
0x01f0,,,,,,base,0
0x01f1,,,,,,terrain,0
0x01f2,,,,,,base,0;514;515;1026;1027;1028;1029
0x01f3,,,,,,base,769
0x01f4,,,,,,terrain,0
0x01f5,,,,,,base,0
0x01f6,,,,,,base,0;797
0x01f7,,,,,,base,0;262
0x01f8,,,,,,terrain,0
0x01f9,,,,,,base,0
0x01fa,,,,,,terrain,769
0x01fb,,,,,,base,0;540;940;1315;1820
0x01fc,,,,,,terrain,0
0x01fd,,,,,,terrain,0
0x01fe,,,,,,terrain,0
0x01ff,,,,,,base,0
0x0200,,,,,,base,0
0x0201,,,,,,base,0
0x0202,,,,,,base,0
0x0203,,,,,,base,0
0x0204,,,,,,base,0
0x0205,,,,,,base,0
0x0206,,,,,,base,0
0x0207,,,,,,base,0
0x0208,,,,,,base,0;512
0x0209,,,,,,base,0
0x020a,,,,,,base,0
0x020b,,,,,,terrain,0
0x020c,,,,,,terrain,0
0x020d,,,,,,base,0
0x020e,,,,,,terrain,0
0x020f,,,,,,terrain,0
0x0210,,,,,,terrain,0
0x0211,,,,,,terrain,0
0x0212,,,,,,base,2;11
0x0213,,,,,,base,235
0x0214,,,,,,terrain,0
0x0215,,,,,,terrain,0
0x0216,,,,,,terrain,0;262;769;1286
0x0217,,,,,,terrain,0;774
0x0218,,,,,,terrain,0
0x0219,,,,,,terrain,0
0x021a,Roof_Black,,true,,,base,3;5;6;9;10;11;13;14;15;16;17;18;23;24;25;26;30;33;57;64;199;528;11267
0x021b,,,,,,base,0;792
0x021c,,,,,,terrain,0
0x021d,MINE_LAYER_TRAP,,,,,terrain,11
0x021e,GRATE_FLOOR_GRAY,,,,,terrain,257;259;261;514;518;772
0x021f,,,,,,base,0
0x0221,,,,,,terrain,0
0x0222,,,,,,terrain,0
0x0223,,,,,,terrain,0
0x0224,,,,,,terrain,0;773
0x0225,,,,,,terrain,0
0x0226,,,,,,terrain,0
0x0227,,,,,,terrain,0
0x0228,,,,,,terrain,0
0x022a,,,,,,terrain,0
0x022b,,,,,,base,0
0x022c,,,,,,terrain,0
0x022d,,,,,,base,0
0x022e,,,,,,base,0
0x022f,,,,,,base,0
0x0230,,,,,,terrain,0
0x0231,,,,,,terrain,0
0x0232,,,,,,base,0
0x0233,,,,,,base,0
0x0234,,,,,,base,0;1792
0x0235,,,,,,base,0
0x0236,,,,,,base,0
0x0237,,,,,,base,0
0x0238,,,,,,terrain,0
0x0239,,,,,,base,0
0x023a,,,,,,base,0
0x023b,,,,,,base,0
0x023c,,,,,,base,0
0x023d,,,,,,terrain,0
0x023e,,,,,,terrain,0
0x023f,,,,,,terrain,0
0x0240,,,,,,base,0
0x0241,,,,,,base,0
0x0242,,,,,,base,0
0x0243,,,,,,base,0
0x0244,,,,,,base,0
0x0245,,,,,,base,0
0x0246,,,,,,base,0
0x0247,,,,,,base,0
0x0248,,,,,,base,0
0x0249,,,,,,base,0
0x024a,,,,,,base,0
0x024b,,,,,,base,0
0x024c,,,,,,base,0
0x024d,,,,,,base,0
0x024e,,,,,,base,0
0x024f,,,,,,egg,0
0x0250,,,,,,base,0
0x0251,PLACEHOLDER_KEY_CUBE,Placeholder UI Element,,,,editor,10;13;64;3844;4099;4108;4116;4159;4619;44289;44584
0x0252,,,,,,terrain,0
0x0253,,,,,,terrain,0
0x0254,,,,,,base,0
0x0255,,,,,,base,0
0x0256,,,,,,base,0
0x0257,,,,,,base,0
0x0258,,,,,,base,0;1331
0x0259,,,,,,base,0
0x025a,,,,,,base,0
0x025b,,,,,,terrain,0
0x025c,,,,,,base,0
0x025d,,,,,,terrain,0
0x025e,,,,,,terrain,0
0x025f,wallgun_shape_025f,Auto-derived from WALLGUN self-shape comparison in USECODE,,,,helper,0
0x0260,wallgun_shape_0260,Auto-derived from WALLGUN self-shape comparison in USECODE,,,,helper,0;14080
0x0261,,,,,,base,0
0x0262,,,,,,base,0
0x0263,,,,,,base,0
0x0264,,,,,,base,0
0x0265,,,,,,base,0
0x0266,,,,,,base,0
0x0267,,,,,,base,0
0x0268,,,,,,base,0
0x0269,,,,,,base,0
0x026a,,,,,,base,0;1305
0x026b,,,,,,base,0
0x026c,,,,,,base,0
0x026d,,,,,,base,0
0x026e,,,,,,base,0
0x026f,,,,,,base,0
0x0270,,,,,,base,0
0x0271,,,,,,base,0;2587
0x0272,,,,,,base,0
0x0273,,,,,,base,0
0x0274,,,,,,base,0
0x0275,,,,,,base,0
0x0277,,,,,,terrain,0
0x0278,,,,,,terrain,0
0x0279,,,,,,terrain,0
0x027b,,,,,,terrain,0
0x027c,,,,,,base,0
0x027e,,,,,,base,0
0x027f,,,,,,base,0
0x0280,,,,,,base,0
0x0281,,,,,,base,0
0x0282,,,,,,base,0
0x0283,,,,,,base,0
0x0284,,,,,,base,0
0x0285,,,,,,base,0
0x0286,,,,,,base,0
0x0287,,,,,,base,0
0x0288,,,,,,base,0
0x0289,,,,,,base,0
0x028a,,,,,,base,0
0x028b,,,,,,base,0
0x028c,,,,,,base,0
0x028d,,,,,,base,0
0x028e,,,,,,base,0
0x028f,,,,,,base,0;2;3;4
0x0290,LIGHT_BRIDGE_0290,Editor Object,,true,,editor,31;32;33;34;35;36;37;38;39;40;10270
0x0291,,,,,,terrain,0
0x0292,,,,,,terrain,0;40;256;257;266;276
0x0293,,,,,,terrain,0;1;256;277;510;65281
0x0294,,,,,,base,0
0x0295,,,,,,base,0
0x0296,,,,,,base,0
0x0297,,,,,,base,0
0x0298,Window_Large,,,true,,roof,0
0x0299,,,,,,base,1290
0x029a,,,,,,base,0
0x029b,,,,,,base,0
0x029d,,,,,,base,0
0x029f,,,,,,terrain,0;2
0x02a0,,,,,,base,0
0x02a1,,,,,,terrain,0
0x02a2,,,,,,base,0
0x02a3,,,,,,base,9;10;16;18;257;260;265;269;774;792
0x02a4,,,,,,terrain,257;266;281;307;1832
0x02a5,,,,,,base,0
0x02a6,,,,,,base,0
0x02a7,,,,,,base,0
0x02a8,,,,,,base,0
0x02a9,,,,,,base,0
0x02aa,,,,,,base,0
0x02ab,,,,,,terrain,8198
0x02ac,,,,,,base,0
0x02ad,,,,,,terrain,8204;41271
0x02ae,,,,,,base,0;798
0x02af,,,,,,base,0
0x02b0,,,,,,base,0
0x02b1,,,,,,terrain,0
0x02b2,,,,,,base,0
0x02b3,,,,,,terrain,0;538;1818
0x02b4,,,,,,base,0
0x02b5,,,,,,base,0
0x02b6,,,,,,base,0
0x02b7,,,,,,base,0
0x02b8,,,,,,base,0
0x02b9,,,,,,base,0
0x02bb,,,,,,base,0
0x02bc,,,,,,base,0
0x02bd,,,,,,base,0
0x02be,,,,,,base,0
0x02bf,,,,,,base,0
0x02c1,,,,,,base,0
0x02c2,,,,,,base,0
0x02c3,,,,,,base,550
0x02c4,,,,,,base,0;1
0x02c5,,,,,,base,0
0x02c6,,,,,,base,0
0x02c7,,,,,,base,0
0x02c8,,,,,,terrain,0
0x02c9,bbetty_shape_02c9,Auto-derived from BBETTY self-shape comparison in USECODE,,,,helper,0;1288
0x02ca,,,,,,terrain,0
0x02cb,,,,,,,
0x02cc,,,,,,terrain,0;1290
0x02cd,,,,,,terrain,0
0x02ce,,,,,,base,0
0x02cf,,,,,,base,0
0x02d0,,,,,,base,0
0x02d1,,,,,,base,0
0x02d3,,,,,,base,0
0x02d4,,,,,,base,0
0x02d5,,,,,,base,3
0x02d6,,,,,,base,3
0x02d7,,,,,,terrain,0
0x02d8,,,,,,base,0
0x02d9,,,,,,base,0
0x02dc,FLOOR_PEDESTAL_SLICE,,,,,terrain,0
0x02dd,,,,,,base,0
0x02de,ELEVATOR_BASE,It's the concave shape under elevators,,,,terrain,0
