shape_code,human_readable_id,description,roof,semitransparency,OOB,categorization,qualities
0x0068,INVISIBLE_WALL_0068,Editor Object,,true,,editor,0
0x0069,,Editor Object,,,,editor,0
0x006b,,,,,,terrain,1
0x006c,door_shape_006c,Auto-derived from DOOR self-shape comparison in USECODE,,,,roof,1;2;9;10;11;55;75
0x006d,,,,,,terrain,0
0x006e,,,,,,terrain,0
0x006f,,,,,,base,0
0x0070,yelrail_shape_0070,Auto-derived from YELRAIL self-shape comparison in USECODE,,,,base,0
0x0071,,,,,,terrain,0
0x0072,,,,,,terrain,0
0x0073,,,,,,terrain,0
0x0074,,,,,,terrain,0
0x0075,,,,,,terrain,0
0x0076,,,,,,terrain,0
0x0077,,,,,,terrain,0
0x0078,,,,,,terrain,0
0x007a,,,,,,terrain,0
0x007b,,,,,,base,0
0x007c,,,,,,terrain,0
0x007d,,,,,,base,0
0x007e,,,,,,base,0
0x007f,,,,,,terrain,0
0x0080,BOX_EW,"Usecode class 128 BOX_EW. Frame 0 acts like a local switch lane that dispatches TRIGGER lane 1 while map-array is clear; nonzero frames dispatch lane 0.",,,,base,259;770
0x0081,,,,,,base,34;785;794;796
0x0082,,,,,,base,0
0x0084,,,,,,terrain,0
0x0085,,,,,,,
0x0086,,,,,,base,0
0x0087,,,,,,base,0
0x0088,yelrail_shape_0088,Auto-derived from YELRAIL self-shape comparison in USECODE,,,,base,0
0x008a,yelrail_shape_008a,Auto-derived from YELRAIL self-shape comparison in USECODE,,,,base,0
0x008b,yelrail_shape_008b,Auto-derived from YELRAIL self-shape comparison in USECODE,,,,base,0
0x008c,yelrail_shape_008c,Auto-derived from YELRAIL self-shape comparison in USECODE,,,,base,0
0x008d,yelrail_shape_008d,Auto-derived from YELRAIL self-shape comparison in USECODE,,,,base,0
0x008e,,,,,,terrain,0
0x008f,,,,,,terrain,0
0x0091,yelrail_shape_0091,Auto-derived from YELRAIL self-shape comparison in USECODE,,,,base,0
0x0092,yelrail_shape_0092,Auto-derived from YELRAIL self-shape comparison in USECODE,,,,base,0
0x0093,yelrail_shape_0093,Auto-derived from YELRAIL self-shape comparison in USECODE,,,,base,0
0x0094,,,,,,terrain,0
0x0095,,,,,,base,0
0x0096,,,,,,terrain,0
0x0097,,,,,,base,0
0x0098,,,,,,base,5;8;17;20;22;24;27;46;57;77;88
0x009a,,,,,,terrain,0
0x009b,,,,,,base,0
0x009d,,,,,,terrain,0
0x00a0,,,,,,terrain,0
0x00a1,,,,,,base,262;775;776;781;783;796;804;814;816;2833;63759
0x00a2,,,,,,base,13;769;770;771;773;775;779;806;822;828;23070;23326;23582
0x00a4,,,,,,base,18
0x00a6,,,,,,base,0
0x00a9,,,,,,base,0
0x00aa,barrel_shape_00aa,Auto-derived from BARREL self-shape comparison in USECODE,,,,terrain,0
0x00ac,,,,,,base,0
0x00ad,,,,,,,
0x00ae,,,,,,base,0
0x00af,,,,,,base,0
0x00b1,,,,,,base,0
0x00b2,,,,,,base,0
0x00b3,,,,,,base,0
0x00b4,,,,,,base,0
0x00b5,,,,,,base,0
0x00b6,,,,,,base,0
0x00b7,,,,,,base,0
0x00b8,,,,,,base,0
0x00b9,,,,,,base,0
0x00ba,,,,,,base,0
0x00bb,,,,,,base,0
0x00bc,,,,,,base,0
0x00bd,,,,,,helper,0
0x00be,,,,,,base,0
0x00bf,,,,,,base,0
0x00c0,,,,,,base,7
0x00c1,,,,,,base,0
0x00c2,,,,,,base,0
0x00c3,,,,,,base,8448
0x00c4,,,,,,base,0
0x00c5,,,,,,base,0
0x00c6,,,,,,base,0
0x00c7,,,,,,base,0
0x00c8,,,,,,base,0
0x00c9,,,,,,base,0
0x00ca,,,,,,base,0
0x00cb,,,,,,base,0
0x00cc,,,,,,terrain,0
0x00cd,,,,,,terrain,0
0x00ce,,,,,,terrain,0
0x00cf,Invisible_Wall_NE,Editor Object,,true,,editor,0
0x00d0,,,,,,base,0
0x00d1,,,,,,terrain,0
0x00d3,,,,,,base,0
0x00d4,,,,,,base,0;8
0x00d5,,,,,,base,0
0x00d6,,,,,,terrain,0
0x00d8,,,,,,terrain,0
0x00d9,,,,,,,
0x00da,,,,,,base,16;19
0x00db,,,,,,,
0x00dc,,,,,,base,0;1;3
0x00de,,,,,,base,1
0x00df,,,,,,base,0
0x00e0,,,,,,base,0
0x00e2,,,,,,base,0
0x00e3,,,,,,terrain,0
0x00e4,,,,,,base,0
0x00e5,,,,,,terrain,0
0x00e6,,,,,,base,0
0x00e7,,,,,,terrain,0
0x00e9,Invisible_Wall_SW,Editor Object,,true,,editor,0
0x00eb,,,,,,base,0
0x00ec,,,,,,base,0
0x00ee,,,,,,base,0
0x00ef,,,,,,terrain,0
0x00f0,,,,,,terrain,0
0x00f1,,,,,,base,0
0x00f2,,,,,,base,0
0x00f4,,,,,,base,0
0x00f5,,,,,,base,0
0x00f6,,,,,,terrain,0
0x00f7,,,,,,terrain,0
0x00f8,,,,,,terrain,0
0x00f9,,,,,,terrain,0
0x00fa,,,,,,terrain,0
0x00fb,,,,,,terrain,0
0x00fc,,,,,,terrain,0
0x00fd,,,,,,terrain,0
0x00fe,,,,,,terrain,0
0x00ff,,,,,,base,0
0x0100,,,,,,base,0
0x0101,,,,,,base,0
0x0102,,,,,,base,2333;40192
0x0103,,,,,,base,0
0x0104,,,,,,base,0
0x0105,,,,,,base,0
0x0106,,,,,,base,0
0x0107,,,,,,base,0
0x0108,,,,,,helper,0;4;5633
0x0109,,,,,,terrain,0
0x010a,,,,,,terrain,0
0x010b,,,,,,terrain,0
0x010c,,,,,,terrain,0
0x010d,,,,,,terrain,0
0x010e,,,,,,terrain,0
0x010f,,,,,,terrain,0
0x0110,,,,,,roof,6;17;45;47;90
0x0111,,,,,,helper,6;21
0x0113,,,,,,helper,0;11;17;22;1553;5376;11264
0x0114,,,,,,base,0
0x0115,,,,,,base,0
0x0116,,,,,,terrain,0
0x0117,,,,,,roof,0
0x0118,,,,,,roof,0
0x0119,,,,,,base,0
0x011a,,,,,,base,0
0x011b,,,,,,terrain,0
0x011c,,,,,,terrain,0
0x011d,,,,,,terrain,0
0x011e,SPIDER MINE,"Retail Regret DTable: SPIDER MINE (misc_item, display frame 0x001D, MiscTable_GetNameForItemShapeNo).",,,,helper,0
0x011f,,,,,,terrain,0
0x0120,FASTSKIL,"Retail Regret extracted usecode class FASTSKIL. enterFastArea waits briefly, gates on map-array clear, then uses frame/difficulty to dispatch TRIGGER lanes or remap QLo by +0/+1/+2.",,,,editor,0
0x0126,,,,,,base,0;2;16;18;44;101
0x0127,,,,,,base,0;5;15;24;25;26;27;28;31;59;61;62;63;66;67;68;69;70;71;72;73;79;80;86;88;89
0x0128,,,,,,base,0;8;17;23;44
0x0129,,,,,,base,6;8;17;19;28;33;40
0x012a,,,,,,base,0
0x012b,,,,,,terrain,0
0x012c,,,,,,base,0
0x012d,,,,,,base,0
0x012e,ROOF_BLACK_012E,,true,,,base,0;5;10;22;27;35;50
0x012f,,,,,,terrain,3;4;29;30;32;39;95
0x0130,,,,,,base,0
0x0131,,,,,,terrain,0
0x0132,,,,,,terrain,0
0x0133,,,,,,terrain,0;2;11
0x0135,,,,,,terrain,1;2;3;4;5;19;20;21;22;23;24;25
0x0136,,,,,,base,0
0x0137,,,,,,base,0
0x0138,,,,,,terrain,0
0x0139,,,,,,base,0
0x013a,,,,,,terrain,0
0x013d,,,,,,terrain,0
0x013e,,,,,,base,0
0x013f,,,,,,base,0;6;9;10;21
0x0140,,,,,,terrain,0
0x0142,,,,,,terrain,0
0x0143,,,,,,terrain,0
0x0144,,,,,,terrain,0
0x0145,,,,,,terrain,0
0x0146,,,,,,terrain,0
0x0147,,,,,,terrain,0
0x0148,,,,,,terrain,0
0x0149,,,,,,terrain,0
0x014a,,,,,,terrain,0
0x014b,,,,,,terrain,0
0x014c,,,,,,terrain,0
0x014d,,,,,,terrain,0
0x014e,,,,,,terrain,0
0x014f,,,,,true,terrain,0
0x0150,,Editor Object,,,,roof,0
0x0151,barrel_shape_0151,Auto-derived from BARREL self-shape comparison in USECODE,,,,base,0
0x0152,barrel_shape_0152,Auto-derived from BARREL self-shape comparison in USECODE,,,,base,0
0x0153,barrel_shape_0153,Auto-derived from BARREL self-shape comparison in USECODE,,,,base,0
0x0154,barrel_shape_0154,Auto-derived from BARREL self-shape comparison in USECODE,,,,base,0;77
0x0155,barrel_shape_0155,Auto-derived from BARREL self-shape comparison in USECODE,,,,terrain,0
0x0156,,,,,,base,0;2;3;5;7;11;13;20;26;28;36;46;48;54
0x0157,,,,,,terrain,0
0x0158,,,,,,base,0
0x0159,,,,,,base,0
0x015a,,,,,,terrain,0
0x015b,,,,,,base,0
0x015c,,,,,,base,0
0x015d,,,,,,terrain,0
0x015e,,,,,,terrain,0
0x015f,,,,,,terrain,0
0x0160,,,,,,base,0
0x0161,,,,,,base,0
0x0162,,,,,,base,0
0x0163,,,,,,base,0
0x0164,,,,,,base,0
0x0165,,,,,,base,0;302;540
0x0166,,,,,,base,0
0x0167,,,,,,base,5;6;25
0x0168,,,,,,terrain,13;20;21
0x0169,,,,,,base,0
0x016a,,,,,,base,0
0x016b,,,,,,base,0
0x016c,,,,,,base,0
0x016d,,,,,,base,0
0x016f,,,,,,base,6;14;57
0x0170,,,,,,base,0
0x0171,,,,,,terrain,0
0x0172,,,,,,terrain,0
0x0173,,,,,,terrain,0
0x0174,,,,,,base,0;1;5;8;15;19;258;263
0x0175,OOB_WALL_BLACK_0175,,,,true,base,0
0x0176,,,,,,terrain,0
0x0177,OOB_WALL_BLACK_0177,,,,true,base,0
0x0178,OOB_WALL_BLACK_0178,,,,true,base,0
0x0179,OOB_WALL_BLACK_0179,,,,true,base,0
0x017a,OOB_WALL_BLACK_017A,,,,true,base,0
0x017b,OOB_WALL_BLACK_017B,,,,true,base,0
0x017c,OOB_WALL_BLACK_017C,,,,true,base,0
0x017d,OOB_WALL_BLACK_017D,,,,true,base,0
0x017e,OOB_WALL_BLACK_017E,,,,true,base,0
0x017f,,,,,,base,0
0x0180,,,,,,base,0
0x0181,,,,,,base,0
0x0182,,,,,,terrain,0
0x0183,,,,,,base,0
0x0184,,,,,,base,0
0x0185,,,,,,terrain,0
0x0186,,,,,,base,0
0x0187,,,,,,base,0
0x0188,,,,,,terrain,0
0x0189,,,,,,base,0
0x018a,,,,,,roof,0;57
0x018b,,,,,,base,0
0x018c,,,,,,terrain,51277;51278;51457;51490;63779
0x018d,,,,,,roof,20
0x018e,,,,,,terrain,0
0x018f,,,,,,base,0
0x0190,,,,,,base,101;102;137;204;650
0x0191,RADIATION SHIELD,"Retail Regret DTable: RADIATION SHIELD (misc_item, display frame 0x0021, MiscTable_GetNameForItemShapeNo).",,,,helper,5645
0x0192,,,,,,base,0
0x0193,,,,,,base,47
0x0194,,Editor Object,,,,egg,1;30;101;102;131;137;138;250;286
0x0195,,,,,,base,0
0x0196,,,,,,base,2;3;8;10;12;18;31;266
0x0197,,,,,,base,0
0x0198,XP-5,"Retail Regret DTable: XP-5 (weapon, display frame 0x0010, Weapon_GetNameForShapeNo).",,,,base,0
0x0199,,,,,,terrain,293;529;785
0x019a,,,,,,base,4;5;8;10;13;14;34;25615;25616;25617
0x019b,,,,,,helper,31;25622;25626;25629;25630;25631;25632
0x019c,,,,,,helper,13;25;26
0x019d,,,,,,terrain,0
0x019e,,,,,,terrain,0
0x019f,,,,,,base,0
0x01a0,,,,,,base,0
0x01a2,,,,,,base,0;21
0x01a3,,,,,,base,0
0x01a4,,,,,,base,0
0x01a5,,,,,,base,0
0x01a6,,,,,,base,0
0x01a7,,,,,,base,0;8
0x01a8,,,,,,base,0;17;30;44
0x01a9,,,,,,base,0
0x01ab,,,,,,base,3;35
0x01ac,,,,,,terrain,0
0x01ad,,,,,,terrain,0
0x01ae,,,,,,terrain,0
0x01af,,,,,,terrain,0
0x01b0,,,,,,terrain,0
0x01b1,,,,,,terrain,0
0x01b2,,,,,,terrain,0
0x01b3,,,,,,terrain,0
0x01b4,booty_shape_01b4,Auto-derived from BOOTY self-shape comparison in USECODE,,,,helper,0
0x01b5,,,,,,terrain,0
0x01b6,,,,,,helper,265;272
0x01b7,,,,,,helper,6;293
0x01b8,,,,,,helper,265;272;276;281;26669
0x01b9,,,,,,helper,5637;5638;31251;34064
0x01ba,,,,,,helper,0;1
0x01bb,,,,,,base,0
0x01bc,,,,,,roof,0
0x01bd,,,,,,terrain,0
0x01be,,,,,,terrain,0
0x01bf,,,,,,terrain,0;69
0x01c1,,,,,,terrain,0
0x01c2,,,,,,base,70;325
0x01c3,,,,,,base,0
0x01c4,,,,,,base,0
0x01c5,,,,,,base,0
0x01c6,,,,,,roof,1;7;37;38
0x01c7,,,,,,base,13
0x01c8,,,,,,terrain,1;2;3;5;6;7;8
0x01c9,,,,,,base,70
0x01ca,,,,,,terrain,0
0x01cb,,,,,,base,576
0x01cc,,,,,,base,265
0x01cd,,,,,,helper,0;11;798;2816
0x01ce,,,,,,base,31;38
0x01cf,,,,,,base,268
0x01d0,,,,,,base,278
0x01d1,,,,,,base,278;521
0x01d2,,,,,,base,276;290
0x01d3,,,,,,base,257;276;290
0x01d4,,,,,,terrain,0
0x01d5,,,,,,base,1;12;20;34
0x01d6,,Editor Object,,,,editor,0
0x01d7,,,,,,helper,261;272;287;309
0x01d9,,,,,,base,0
0x01da,,,,,,terrain,0
0x01db,TELEPORTER_LIGHTS,,,,,terrain,113
0x01dc,,,,,,terrain,0
0x01dd,,,,,,terrain,0
0x01de,,,,,,terrain,0
0x01df,,,,,,terrain,0
0x01e0,,,,,,terrain,0
0x01e1,,,,,,terrain,0
0x01e2,,,,,,terrain,0
0x01e3,,,,,,terrain,0
0x01e4,,,,,,terrain,0
0x01e5,,,,,,base,0
0x01e6,,,,,,terrain,0
0x01e7,,,,,,terrain,0
0x01e8,,,,,,terrain,0
0x01e9,,,,,,base,0
0x01ea,,,,,,base,0
0x01eb,,,,,,terrain,0
0x01ee,,,,,,terrain,11;130;131;132
0x01ef,,,,,,terrain,0
0x01f0,,,,,,base,0
0x01f1,,,,,,terrain,0
0x01f3,,,,,,base,0
0x01f4,,,,,,base,0
0x01f5,,,,,,,
0x01f6,,,,,,base,0
0x01f7,,,,,,base,0
0x01f8,,,,,,terrain,0
0x01f9,,,,,,base,0
0x01fa,,,,,,terrain,0
0x01fb,,,,,,base,0
0x01fd,,,,,,terrain,0
0x01fe,,,,,,terrain,0
0x0200,,,,,,base,0
0x0201,,,,,,base,0
0x0202,,,,,,base,0
0x0204,,,,,,base,0
0x0205,,,,,,base,0
0x0206,,,,,,base,0
0x0207,,,,,,base,0
0x0208,,,,,,base,0
0x020a,,,,,,base,0
0x020b,,,,,,terrain,0
0x020c,,,,,,terrain,0
0x020d,,,,,,base,0
0x020e,,,,,,terrain,0
0x020f,,,,,,terrain,0
0x0210,,,,,,terrain,0
0x0211,,,,,,terrain,0
0x0212,,,,,,base,1;7;23;54;67
0x0213,,,,,,base,18;29;31
0x0214,,,,,,terrain,0
0x0216,,,,,,terrain,0
0x0217,,,,,,terrain,0
0x0218,,,,,,terrain,0
0x0219,,,,,,terrain,0
0x021a,Roof_Black_2,,true,,,base,2;3;4;5;7;8;9;10;15;16;22;27;30;38;50
0x021b,,,,,,base,0
0x021d,,,,,,terrain,19
0x021e,,,,,,terrain,0
0x021f,,,,,,base,0
0x0220,,,,,,base,0
0x0221,,,,,,terrain,0
0x0222,,,,,,terrain,0
0x0223,,,,,,terrain,0
0x0224,,,,,,terrain,0
0x0225,,,,,,terrain,0
0x0226,,,,,,terrain,0
0x0227,,,,,,terrain,2;8;21;28;32;74;98;25716
0x022c,,,,,,terrain,65316
0x022d,,,,,,base,11
0x0230,,,,,,terrain,0
0x0231,,,,,,terrain,0
0x0232,,,,,,base,0
0x0233,,,,,,base,0
0x0234,,,,,,base,0
0x0235,,,,,,base,0
0x0236,,,,,,base,0
0x0237,,,,,,base,0
0x0239,,,,,,base,0
0x023b,,,,,,base,0
0x023c,,,,,,base,0
0x023d,,,,,,terrain,0
0x023e,,,,,,terrain,0
0x0240,,,,,,base,32791
0x0241,,,,,,base,0;3;33;34;5638
0x0244,,,,,,base,0
0x0245,,,,,,base,0
0x0246,,,,,,base,0
0x0247,,,,,,base,0
0x0248,,,,,,base,0
0x0249,,,,,,base,101
0x024a,,,,,,base,0
0x024b,,,,,,base,0
0x024c,,,,,,terrain,0
0x024d,,,,,,terrain,0
0x024e,,,,,,terrain,0
0x024f,,,,,,terrain,0
0x0250,,,,,,base,0
0x0251,,,,,,editor,4;20;3100;3357;3875;4107;4130;4362;4893;4910;39973
0x0254,,,,,,base,0
0x0256,,,,,,base,0
0x0257,,,,,,base,0
0x0258,,,,,,base,0
0x025a,,,,,,base,0
0x025d,,,,,,terrain,0
0x025e,,,,,,terrain,0
0x025f,,,,,,helper,1566
0x0260,,,,,,helper,0;5632;25649
0x0263,,,,,,base,0
0x0264,,,,,,base,0
0x0265,,,,,,base,0
0x0266,,,,,,base,0
0x0267,,,,,,base,0
0x0268,,,,,,base,0
0x026a,,,,,,base,0
0x026b,,,,,,base,0
0x026c,,,,,,base,0
0x026f,,,,,,base,0
0x0270,,,,,,base,0
0x0271,,,,,,base,0
0x0272,,,,,,base,0
0x0275,,,,,,base,0
0x0277,,,,,,base,0
0x0278,,,,,,,
0x027b,,,,,,roof,0
0x027c,,,,,,terrain,0
0x027d,,,,,,terrain,0
0x027e,,,,,,terrain,0
0x027f,,,,,,terrain,0
0x0280,,,,,,terrain,0
0x0281,,,,,,terrain,0
0x0282,,,,,,terrain,0
0x0283,,,,,,terrain,0
0x0284,,,,,,terrain,0
0x0285,,,,,,terrain,0
0x0287,,,,,,,
0x0288,,,,,,base,0
0x0289,,,,,,,
0x028b,,,,,,terrain,29
0x028c,,,,,,base,40;41;42
0x028d,,,,,,,
0x028e,,,,,,base,0
0x028f,FORCEFIELD_FLOOR_028F,,,true,,base,0
0x0290,,Editor Object,,true,,editor,22;23;24;25;26;27;28;29;30;31;7957
0x0292,,,,,,terrain,9;15;284
0x0293,,,,,,terrain,33;36
0x0295,,,,,,base,0
0x0298,,,,true,,roof,0
0x0299,,,,,,base,0
0x029a,,,,,,base,0
0x029d,,,,,,base,0
0x029f,,,,,,terrain,0
0x02a0,,,,,,base,0
0x02a2,,,,,,base,0
0x02a3,,,,,,base,3;4;9;29;30;95;292
0x02a4,,,,,,terrain,0
0x02a5,,,,,,base,0
0x02a6,,,,,,base,0
0x02a8,,,,,,base,0
0x02ab,,,,,,terrain,0
0x02ac,,,,,,base,0
0x02ad,,,,,,terrain,0
0x02b3,,,,,,terrain,0
0x02b4,,,,,,base,0
0x02b6,,,,,,base,0
0x02b9,,,,,,base,0
0x02ba,,,,,,base,0
0x02bb,,,,,,base,0
0x02bc,,,,,,base,0
0x02bd,,,,,,base,0
0x02be,,,,,,base,0
0x02bf,,,,,,base,0
0x02c0,,,,,,base,0
0x02c1,,,,,,base,0
0x02c2,,,,,,base,0
0x02c3,,,,,,helper,0
0x02c4,,,,,,base,0
0x02c7,,,,,,base,0
0x02c8,,,,,,terrain,0
0x02c9,bbetty_shape_02c9,Auto-derived from BBETTY self-shape comparison in USECODE,,,,,
0x02ca,,,,,,terrain,0
0x02cb,,,,,,helper,0
0x02d7,,,,,,base,0;2
0x02d8,door_shape_02d8,Auto-derived from DOOR self-shape comparison in USECODE,,,,roof,15;28;29
0x02d9,,,,,,base,0
0x02dc,,,,,,terrain,0
0x02dd,,,,,,base,0
0x02de,,,,,,terrain,0
0x02df,booty_shape_02df,Auto-derived from BOOTY self-shape comparison in USECODE,,,,helper,0
0x02e0,,,,,,base,0
0x02e1,,,,,,terrain,0
0x02e2,,,,,,base,0
0x02e3,,,,,,base,0
0x02e4,,,,,,base,0
0x02e5,,,,,,base,7;31;37
0x02e6,,,,,,terrain,0
0x02e7,,,,,,base,0
0x02e8,,,,,,base,0
0x02e9,,,,,,base,0
0x02eb,,,,,,terrain,0
0x02ec,,,,,,terrain,0
0x02ed,,,,,,base,0
0x02ee,,,,,,base,0
0x02ef,,,,,,terrain,0
0x02f0,,,,,,helper,5632;28463;31248
0x02f1,,,,,,base,11;13;18
0x02f3,,,,,,roof,0
0x02f4,,,,,,base,0
0x02f5,,,,,,base,0
0x02f6,,,,,,base,0
0x02f7,,,,,,base,0
0x02f8,,,,true,,roof,0
0x02f9,,,,,,roof,0
0x02fa,,,,,,roof,0
0x02fe,,,,,,terrain,0
0x02ff,,,,,,base,0
0x0300,,,,,,terrain,0
0x0301,,,,,,,
0x0302,,,,,,base,0
0x0303,,,,,,terrain,0
0x0304,,,,,,terrain,0
0x0305,,,,,,base,0
0x0307,,,,,,base,0
0x0308,booty_shape_0308,Auto-derived from BOOTY self-shape comparison in USECODE,,,,helper,0
0x0309,,,,,,base,0
0x030b,,,,,,base,773
0x030c,,,,,,helper,0
0x030d,,,,,,base,0
0x030e,,,,,,base,0
0x030f,,,,,,base,0
0x0310,,,,,,base,0
0x0312,,,,,,base,0
0x0313,,,,,,terrain,0
0x0314,,,,,,base,0
0x0315,,,,,,terrain,0;4
0x0316,,,,,,roof,0
0x0318,,Editor Object,,,,editor,31;39;89
0x0319,,,,,,helper,0
0x031b,,,,,,terrain,0
0x031d,,,,,,base,798
0x031e,,,,,,base,774;789
0x0329,,,,,,base,0
0x032a,,,,,,base,0
0x032b,,,,,,base,0
0x032e,BA-40,"Retail Regret DTable: BA-40 (weapon, display frame 0x0002, Weapon_GetNameForShapeNo).",,,,,
0x032f,BA-41,"Retail Regret DTable: BA-41 (weapon, display frame 0x0001, Weapon_GetNameForShapeNo).",,,,,
0x0330,PA-21,"Retail Regret DTable: PA-21 (weapon, display frame 0x0007, Weapon_GetNameForShapeNo).",,,,,
0x0332,SG-A1,"Retail Regret DTable: SG-A1 (weapon, display frame 0x0000, Weapon_GetNameForShapeNo).",,,,base,0
0x0333,RP-22,"Retail Regret DTable: RP-22 (weapon, display frame 0x0006, Weapon_GetNameForShapeNo).",,,,terrain,0
0x0334,RP-32,"Retail Regret DTable: RP-32 (weapon, display frame 0x0005, Weapon_GetNameForShapeNo).",,,,base,0
0x0335,,,,true,,roof,0
0x0336,,Editor Object,,true,,editor,32;33;34;35;36;37;101;102;103;104;105;106;107;109;110;111;112;113;114;115;287;9502;29540;29548
0x0337,PLACEHOLDER_CUBE_0337,,,true,,editor,65302;65303;65304;65305
0x0338,,,,,,helper,0
0x0339,,,,,,base,0
0x033a,NUMBERS,"Tiny glyph-like number/readout helper family. Sampled scenes place these beside nearby 0x0501/0x0502/0x0503/0x0505/0x0507 display pieces rather than cmd-link controllers.",,,,editor,3
0x033c,,,,,,terrain,0
0x033d,BA-41 CLIP,"Retail Regret DTable: BA-41 CLIP (ammo, display frame 0x0008, Ammo_GetNameForShapeNo).",,,,,
0x033e,SG-A1 CLIP,"Retail Regret DTable: SG-A1 CLIP (ammo, display frame 0x000A, Ammo_GetNameForShapeNo).",,,,base,1
0x033f,RP-32 CLIP,"Retail Regret DTable: RP-32 CLIP (ammo, display frame 0x0009, Ammo_GetNameForShapeNo).",,,,base,1;12
0x0340,AR-7 CLIP,"Retail Regret DTable: AR-7 CLIP (ammo, display frame 0x000B, Ammo_GetNameForShapeNo).",,,,base,14
0x0341,GL-303 CLIP,"Retail Regret DTable: GL-303 CLIP (ammo, display frame 0x000C, Ammo_GetNameForShapeNo).",,,,base,1
0x0342,,,,,,terrain,0
0x0343,GRENADE,"Retail Regret DTable: GRENADE (bomb, display frame 0x0000, MiscTable_GetNameForBombShapeNo).",,,,,
0x0344,,,,,,base,0
0x0345,,,,,,terrain,0
0x0346,,,,,,base,0
0x034a,,,,,,terrain,0
