class_name	entry_index	body_count	debug_line_count	mapped_line_count	collision_count	line_table_mode	line_table_count	output_path
BOOTY	2564	2	0	0	0	synthetic_floor	2991	BOOTY.unk
BOUNCBOX	1265	2	0	0	0	synthetic_floor	2991	BOUNCBOX.unk
BOX_EW	130	1	0	0	0	synthetic_floor	2991	BOX_EW.unk
BOX_NS	131	1	0	0	0	synthetic_floor	2991	BOX_NS.unk
BROKENCW	211	1	0	0	0	synthetic_floor	2991	BROKENCW.unk
CAMERACO	440	3	0	0	0	synthetic_floor	2991	CAMERACO.unk
CAMERAEW	473	3	0	0	0	synthetic_floor	2991	CAMERAEW.unk
CAMERANS	442	3	0	0	0	synthetic_floor	2991	CAMERANS.unk
CAMETRON	795	1	0	0	0	synthetic_floor	2991	CAMETRON.unk
CAM_EW	443	5	0	0	0	synthetic_floor	2991	CAM_EW.unk
CAM_NS	444	5	0	0	0	synthetic_floor	2991	CAM_NS.unk
CARD_EW	800	2	0	0	0	synthetic_floor	2991	CARD_EW.unk
CARD_NS	799	2	0	0	0	synthetic_floor	2991	CARD_NS.unk
CATWALK1	152	1	0	0	0	synthetic_floor	2991	CATWALK1.unk
CATWALK2	308	1	0	0	0	synthetic_floor	2991	CATWALK2.unk
CHANGER	2314	1	0	0	0	synthetic_floor	2991	CHANGER.unk
CHEDITRO	903	1	0	0	0	synthetic_floor	2991	CHEDITRO.unk
CHEMSUIT	760	1	0	0	0	synthetic_floor	2991	CHEMSUIT.unk
CHEST_EW	1362	2	0	0	0	synthetic_floor	2991	CHEST_EW.unk
CHEST_NS	1361	2	0	0	0	synthetic_floor	2991	CHEST_NS.unk
CHEST_OE	1357	2	0	0	0	synthetic_floor	2991	CHEST_OE.unk
CHEST_ON	1356	2	0	0	0	synthetic_floor	2991	CHEST_ON.unk
CONGRESS	737	1	0	0	0	synthetic_floor	2991	CONGRESS.unk
CONTAIN	2565	1	0	0	0	synthetic_floor	2991	CONTAIN.unk
CONT_EW	13	1	0	0	0	synthetic_floor	2991	CONT_EW.unk
CONT_FL	54	1	0	0	0	synthetic_floor	2991	CONT_FL.unk
CONT_NS	297	1	0	0	0	synthetic_floor	2991	CONT_NS.unk
CONVEY_E	310	2	0	0	0	synthetic_floor	2991	CONVEY_E.unk
CONVEY_N	109	2	0	0	0	synthetic_floor	2991	CONVEY_N.unk
CONVFLR	558	2	0	0	0	synthetic_floor	2991	CONVFLR.unk
CONVFLR2	1381	2	0	0	0	synthetic_floor	2991	CONVFLR2.unk
CONV_EL	661	2	0	0	0	synthetic_floor	2991	CONV_EL.unk
CONV_NL	660	2	0	0	0	synthetic_floor	2991	CONV_NL.unk
COPY_EW	1077	1	0	0	0	synthetic_floor	2991	COPY_EW.unk
COPY_NS	1078	1	0	0	0	synthetic_floor	2991	COPY_NS.unk
COURIER	1119	2	0	0	0	synthetic_floor	2991	COURIER.unk
CRAZYEW	1107	1	0	0	0	synthetic_floor	2991	CRAZYEW.unk
CRAZYNS	1456	1	0	0	0	synthetic_floor	2991	CRAZYNS.unk
CRUMORPH	794	1	0	0	0	synthetic_floor	2991	CRUMORPH.unk
CRUSADER	2051	3	0	0	0	synthetic_floor	2991	CRUSADER.unk
CRUZTRIG	871	1	0	0	0	synthetic_floor	2991	CRUZTRIG.unk
CRU_SPID	1378	3	0	0	0	synthetic_floor	2991	CRU_SPID.unk
CRU_MINE	288	2	0	0	0	synthetic_floor	2991	CRU_MINE.unk
CRYO1	1503	2	0	0	0	synthetic_floor	2991	CRYO1.unk
CRYO2	1504	2	0	0	0	synthetic_floor	2991	CRYO2.unk
CRYOBOX	1507	3	0	0	0	synthetic_floor	2991	CRYOBOX.unk
CRYOTRON	1508	1	0	0	0	synthetic_floor	2991	CRYOTRON.unk
CSPID	1414	1	0	0	0	synthetic_floor	2991	CSPID.unk
DAMNLUGG	1441	1	0	0	0	synthetic_floor	2991	DAMNLUGG.unk
DAMNMCR8	1442	1	0	0	0	synthetic_floor	2991	DAMNMCR8.unk
DATAPICK	1557	1	0	0	0	synthetic_floor	2991	DATAPICK.unk
DEATHBOX	1257	1	0	0	0	synthetic_floor	2991	DEATHBOX.unk
DEL16	540	1	0	0	0	synthetic_floor	2991	DEL16.unk
DEL8	304	1	0	0	0	synthetic_floor	2991	DEL8.unk
DENNING	633	2	0	0	0	synthetic_floor	2991	DENNING.unk
DETPAC	1377	1	0	0	0	synthetic_floor	2991	DETPAC.unk
DICOR1	783	1	0	0	0	synthetic_floor	2991	DICOR1.unk
DICOR2	784	1	0	0	0	synthetic_floor	2991	DICOR2.unk
DICOR3	171	1	0	0	0	synthetic_floor	2991	DICOR3.unk
DISRUPT	1560	1	0	0	0	synthetic_floor	2991	DISRUPT.unk
DOOR	2566	4	0	0	0	synthetic_floor	2991	DOOR.unk
DOOR2	2567	50	0	0	0	synthetic_floor	2991	DOOR2.unk
DOOR3	2568	37	0	0	0	synthetic_floor	2991	DOOR3.unk
DOOR4	2569	2	0	0	0	synthetic_floor	2991	DOOR4.unk
DOOREGG	2316	4	0	0	0	synthetic_floor	2991	DOOREGG.unk
DUCK_EW	412	4	0	0	0	synthetic_floor	2991	DUCK_EW.unk
DUCK_NS	408	4	0	0	0	synthetic_floor	2991	DUCK_NS.unk
D_BARREL	557	1	0	0	0	synthetic_floor	2991	D_BARREL.unk
D_CHEM	1211	2	0	0	0	synthetic_floor	2991	D_CHEM.unk
D_CONG	1212	2	0	0	0	synthetic_floor	2991	D_CONG.unk
D_COUR	1220	1	0	0	0	synthetic_floor	2991	D_COUR.unk
D_EM_GUY	1438	2	0	0	0	synthetic_floor	2991	D_EM_GUY.unk
D_ENFOR2	1584	1	0	0	0	synthetic_floor	2991	D_ENFOR2.unk
D_ENFORC	1375	2	0	0	0	synthetic_floor	2991	D_ENFORC.unk
D_ESTORM	1236	2	0	0	0	synthetic_floor	2991	D_ESTORM.unk
D_FLAMEX	1624	2	0	0	0	synthetic_floor	2991	D_FLAMEX.unk
D_FREIGH	866	2	0	0	0	synthetic_floor	2991	D_FREIGH.unk
D_GRENAD	1359	2	0	0	0	synthetic_floor	2991	D_GRENAD.unk
D_HQ2	1544	1	0	0	0	synthetic_floor	2991	D_HQ2.unk
D_HQGUAR	1535	2	0	0	0	synthetic_floor	2991	D_HQGUAR.unk
D_KNENFO	1589	2	0	0	0	synthetic_floor	2991	D_KNENFO.unk
D_KNHQ	1550	2	0	0	0	synthetic_floor	2991	D_KNHQ.unk
D_KNSTOR	1588	2	0	0	0	synthetic_floor	2991	D_KNSTOR.unk
D_LMC2	1495	1	0	0	0	synthetic_floor	2991	D_LMC2.unk
D_LMC_KN	1545	2	0	0	0	synthetic_floor	2991	D_LMC_KN.unk
D_LMC_ST	1546	2	0	0	0	synthetic_floor	2991	D_LMC_ST.unk
D_LNR	1583	2	0	0	0	synthetic_floor	2991	D_LNR.unk
D_MAINT	1213	2	0	0	0	synthetic_floor	2991	D_MAINT.unk
D_NMINE	1554	2	0	0	0	synthetic_floor	2991	D_NMINE.unk
D_OWORK	1214	2	0	0	0	synthetic_floor	2991	D_OWORK.unk
D_PLASMA	1425	2	0	0	0	synthetic_floor	2991	D_PLASMA.unk
D_ROBO	1459	1	0	0	0	synthetic_floor	2991	D_ROBO.unk
D_SCIEN	1215	2	0	0	0	synthetic_floor	2991	D_SCIEN.unk
D_SITMAN	151	1	0	0	0	synthetic_floor	2991	D_SITMAN.unk
D_SKELET	1432	2	0	0	0	synthetic_floor	2991	D_SKELET.unk
D_STORM	1216	2	0	0	0	synthetic_floor	2991	D_STORM.unk
D_STORM2	1587	1	0	0	0	synthetic_floor	2991	D_STORM2.unk
D_SUSAN	1222	1	0	0	0	synthetic_floor	2991	D_SUSAN.unk
D_TANKEW	1121	1	0	0	0	synthetic_floor	2991	D_TANKEW.unk
D_TANKNS	1123	1	0	0	0	synthetic_floor	2991	D_TANKNS.unk
D_THERM	1223	1	0	0	0	synthetic_floor	2991	D_THERM.unk
EBRIDGE	936	2	0	0	0	synthetic_floor	2991	EBRIDGE.unk
EBRIDGE2	1045	2	0	0	0	synthetic_floor	2991	EBRIDGE2.unk
EGRENADE	1322	1	0	0	0	synthetic_floor	2991	EGRENADE.unk
ELEEW16	9	2	0	0	0	synthetic_floor	2991	ELEEW16.unk
ELEEW4	425	2	0	0	0	synthetic_floor	2991	ELEEW4.unk
ELEEW8	296	2	0	0	0	synthetic_floor	2991	ELEEW8.unk
ELENS16	8	2	0	0	0	synthetic_floor	2991	ELENS16.unk
ELENS4	426	2	0	0	0	synthetic_floor	2991	ELENS4.unk
ELENS8	298	2	0	0	0	synthetic_floor	2991	ELENS8.unk
ELEVAT	2570	6	0	0	0	synthetic_floor	2991	ELEVAT.unk
ELEVATOR	402	3	0	0	0	synthetic_floor	2991	ELEVATOR.unk
ELEVPLAT	305	4	0	0	0	synthetic_floor	2991	ELEVPLAT.unk
ELITE	1235	1	0	0	0	synthetic_floor	2991	ELITE.unk
ELY	863	1	0	0	0	synthetic_floor	2991	ELY.unk
ENERGY	1412	1	0	0	0	synthetic_floor	2991	ENERGY.unk
ENFORCER	438	1	0	0	0	synthetic_floor	2991	ENFORCER.unk
ESPACE	824	2	0	0	0	synthetic_floor	2991	ESPACE.unk
ESPACE2	658	2	0	0	0	synthetic_floor	2991	ESPACE2.unk
EVENT	867	1	0	0	0	synthetic_floor	2991	EVENT.unk
EWALLEW	1383	3	0	0	0	synthetic_floor	2991	EWALLEW.unk
EWALLNS	1382	3	0	0	0	synthetic_floor	2991	EWALLNS.unk
EYECAMEW	610	5	0	0	0	synthetic_floor	2991	EYECAMEW.unk
EYECAMNS	609	5	0	0	0	synthetic_floor	2991	EYECAMNS.unk
FALLINGC	97	1	0	0	0	synthetic_floor	2991	FALLINGC.unk
FFFLOOR	311	3	0	0	0	synthetic_floor	2991	FFFLOOR.unk
FFFLOOR2	458	3	0	0	0	synthetic_floor	2991	FFFLOOR2.unk
FIREEGG	2310	1	0	0	0	synthetic_floor	2991	FIREEGG.unk
FLAME1	1085	2	0	0	0	synthetic_floor	2991	FLAME1.unk
FLAME2	1292	2	0	0	0	synthetic_floor	2991	FLAME2.unk
FLAMEBOX	1029	3	0	0	0	synthetic_floor	2991	FLAMEBOX.unk
FLAMELP	1304	2	0	0	0	synthetic_floor	2991	FLAMELP.unk
FLICTEST	2572	2	0	0	0	synthetic_floor	2991	FLICTEST.unk
FLOAT	1409	4	0	0	0	synthetic_floor	2991	FLOAT.unk
MINEPAD	743	2	0	0	0	synthetic_floor	2991	MINEPAD.unk
FLORMINE	673	3	0	0	0	synthetic_floor	2991	FLORMINE.unk
FREEZ	1496	1	0	0	0	synthetic_floor	2991	FREEZ.unk
FREEZEXP	1521	3	0	0	0	synthetic_floor	2991	FREEZEXP.unk
FREIGHTE	902	1	0	0	0	synthetic_floor	2991	FREIGHTE.unk
FRGUNEW	1525	4	0	0	0	synthetic_floor	2991	FRGUNEW.unk
FRGUNNS	1526	4	0	0	0	synthetic_floor	2991	FRGUNNS.unk
FRI_EW	77	1	0	0	0	synthetic_floor	2991	FRI_EW.unk
FRI_NS	730	1	0	0	0	synthetic_floor	2991	FRI_NS.unk
FUSREACT	446	2	0	0	0	synthetic_floor	2991	FUSREACT.unk
FUS_PAC	926	1	0	0	0	synthetic_floor	2991	FUS_PAC.unk
GATGUNEW	277	5	0	0	0	synthetic_floor	2991	GATGUNEW.unk
GATGUNNS	266	5	0	0	0	synthetic_floor	2991	GATGUNNS.unk
GBOX_EW	1321	1	0	0	0	synthetic_floor	2991	GBOX_EW.unk
GBOX_NS	1320	1	0	0	0	synthetic_floor	2991	GBOX_NS.unk
GENERATR	963	1	0	0	0	synthetic_floor	2991	GENERATR.unk
GLASS_EW	637	1	0	0	0	synthetic_floor	2991	GLASS_EW.unk
GLASS_NS	757	1	0	0	0	synthetic_floor	2991	GLASS_NS.unk
GLDIV_EW	1347	1	0	0	0	synthetic_floor	2991	GLDIV_EW.unk
GLDIV_NS	1348	1	0	0	0	synthetic_floor	2991	GLDIV_NS.unk
GOVGUNEW	931	5	0	0	0	synthetic_floor	2991	GOVGUNEW.unk
GOVGUNNS	923	5	0	0	0	synthetic_floor	2991	GOVGUNNS.unk
GRATE_EW	274	1	0	0	0	synthetic_floor	2991	GRATE_EW.unk
GRATE_NS	1423	1	0	0	0	synthetic_floor	2991	GRATE_NS.unk
GRAVITON	1330	1	0	0	0	synthetic_floor	2991	GRAVITON.unk
GRENADE	837	2	0	0	0	synthetic_floor	2991	GRENADE.unk
GRENEGG	2315	1	0	0	0	synthetic_floor	2991	GRENEGG.unk
GTELEPAD	271	2	0	0	0	synthetic_floor	2991	GTELEPAD.unk
G_POOL	351	1	0	0	0	synthetic_floor	2991	G_POOL.unk
HOLO	1455	4	0	0	0	synthetic_floor	2991	HOLO.unk
HOVER	2573	5	0	0	0	synthetic_floor	2991	HOVER.unk
HOVER1	1266	4	0	0	0	synthetic_floor	2991	HOVER1.unk
HQGUARD	1404	1	0	0	0	synthetic_floor	2991	HQGUARD.unk
IONIC	1328	1	0	0	0	synthetic_floor	2991	IONIC.unk
ITEM	2574	17	0	0	0	synthetic_floor	2991	ITEM.unk
JELYH2	1240	1	0	0	0	synthetic_floor	2991	JELYH2.unk
JELYHACK	1237	1	0	0	0	synthetic_floor	2991	JELYHACK.unk
JOHN	431	2	0	0	0	synthetic_floor	2991	JOHN.unk
JUICEEW	1467	3	0	0	0	synthetic_floor	2991	JUICEEW.unk
JUICEFL	1465	3	0	0	0	synthetic_floor	2991	JUICEFL.unk
JUICENS	1466	3	0	0	0	synthetic_floor	2991	JUICENS.unk
KEYPAD	2575	1	0	0	0	synthetic_floor	2991	KEYPAD.unk
KEYPADEW	1102	2	0	0	0	synthetic_floor	2991	KEYPADEW.unk
KEYPADNS	1101	2	0	0	0	synthetic_floor	2991	KEYPADNS.unk
KORESH	1400	2	0	0	0	synthetic_floor	2991	KORESH.unk
LANDMINE	924	2	0	0	0	synthetic_floor	2991	LANDMINE.unk
LAZER	2576	2	0	0	0	synthetic_floor	2991	LAZER.unk
LAZEREW	414	4	0	0	0	synthetic_floor	2991	LAZEREW.unk
LAZERNS	413	4	0	0	0	synthetic_floor	2991	LAZERNS.unk
LIFT	309	4	0	0	0	synthetic_floor	2991	LIFT.unk
LIFTPIT	736	1	0	0	0	synthetic_floor	2991	LIFTPIT.unk
LIFT_EW	1579	5	0	0	0	synthetic_floor	2991	LIFT_EW.unk
L_EW-16	469	4	0	0	0	synthetic_floor	2991	L_EW16.unk
LIFT_NS	1632	5	0	0	0	synthetic_floor	2991	LIFT_NS.unk
L_EW-4	467	4	0	0	0	synthetic_floor	2991	L_EW4.unk
L_EW-8	468	4	0	0	0	synthetic_floor	2991	L_EW8.unk
L_NS-16	465	4	0	0	0	synthetic_floor	2991	L_NS16.unk
LMC_EW	1395	1	0	0	0	synthetic_floor	2991	LMC_EW.unk
L_NS-4	462	4	0	0	0	synthetic_floor	2991	L_NS4.unk
L_NS-8	464	4	0	0	0	synthetic_floor	2991	L_NS8.unk
LMC_GUAR	778	1	0	0	0	synthetic_floor	2991	LMC_GUAR.unk
LMC_NS	1397	1	0	0	0	synthetic_floor	2991	LMC_NS.unk
LUGGAGE	145	1	0	0	0	synthetic_floor	2991	LUGGAGE.unk
MAINTMAN	759	1	0	0	0	synthetic_floor	2991	MAINTMAN.unk
MALRM_EW	627	1	0	0	0	synthetic_floor	2991	MALRM_EW.unk
MALRM_NS	374	1	0	0	0	synthetic_floor	2991	MALRM_NS.unk
MBARREL	479	2	0	0	0	synthetic_floor	2991	MBARREL.unk
MBGUNEW	1523	4	0	0	0	synthetic_floor	2991	MBGUNEW.unk
MBGUNNS	1524	4	0	0	0	synthetic_floor	2991	MBGUNNS.unk
MCRATE	1076	1	0	0	0	synthetic_floor	2991	MCRATE.unk
MDESKEW	470	1	0	0	0	synthetic_floor	2991	MDESKEW.unk
MDESKNS	478	1	0	0	0	synthetic_floor	2991	MDESKNS.unk
MEATY	634	2	0	0	0	synthetic_floor	2991	MEATY.unk
MEDIKIT	851	1	0	0	0	synthetic_floor	2991	MEDIKIT.unk
MED_BACK	349	1	0	0	0	synthetic_floor	2991	MED_BACK.unk
MED_FLOR	739	2	0	0	0	synthetic_floor	2991	MED_FLOR.unk
MED_LITE	738	1	0	0	0	synthetic_floor	2991	MED_LITE.unk
MED_SIDE	741	1	0	0	0	synthetic_floor	2991	MED_SIDE.unk
MELF	957	1	0	0	0	synthetic_floor	2991	MELF.unk
MFAN_EW	514	1	0	0	0	synthetic_floor	2991	MFAN_EW.unk
MFAN_NS	513	1	0	0	0	synthetic_floor	2991	MFAN_NS.unk
MGR_EW	688	1	0	0	0	synthetic_floor	2991	MGR_EW.unk
MGR_NS	662	1	0	0	0	synthetic_floor	2991	MGR_NS.unk
MGUNEW	1562	4	0	0	0	synthetic_floor	2991	MGUNEW.unk
MGUNNS	1561	4	0	0	0	synthetic_floor	2991	MGUNNS.unk
MHATCHER	2311	1	0	0	0	synthetic_floor	2991	MHATCHER.unk
MINEDET	1566	1	0	0	0	synthetic_floor	2991	MINEDET.unk
MINEGEN	857	1	0	0	0	synthetic_floor	2991	MINEGEN.unk
MINELET	672	3	0	0	0	synthetic_floor	2991	MINELET.unk
SPIDPAD	921	2	0	0	0	synthetic_floor	2991	SPIDPAD.unk
MINE_IR	42	3	0	0	0	synthetic_floor	2991	MINE_IR.unk
MINE_S	1343	2	0	0	0	synthetic_floor	2991	MINE_S.unk
MINE_SPI	103	3	0	0	0	synthetic_floor	2991	MINE_SPI.unk
MISS1	2319	2	0	0	0	synthetic_floor	2991	MISS1.unk
MISS10	2328	2	0	0	0	synthetic_floor	2991	MISS10.unk
MISS2	2320	2	0	0	0	synthetic_floor	2991	MISS2.unk
MISS3	2321	2	0	0	0	synthetic_floor	2991	MISS3.unk
MISS4	2322	2	0	0	0	synthetic_floor	2991	MISS4.unk
MISS5	2323	2	0	0	0	synthetic_floor	2991	MISS5.unk
MISS6	2324	2	0	0	0	synthetic_floor	2991	MISS6.unk
MISS7	2325	2	0	0	0	synthetic_floor	2991	MISS7.unk
MISS8	2326	2	0	0	0	synthetic_floor	2991	MISS8.unk
MISS9	2327	2	0	0	0	synthetic_floor	2991	MISS9.unk
MLGUNEW	1568	4	0	0	0	synthetic_floor	2991	MLGUNEW.unk
MLGUNNS	1567	4	0	0	0	synthetic_floor	2991	MLGUNNS.unk
MONITEW	359	2	0	0	0	synthetic_floor	2991	MONITEW.unk
MONITNS	260	2	0	0	0	synthetic_floor	2991	MONITNS.unk
MONSTER	1234	2	0	0	0	synthetic_floor	2991	MONSTER.unk
MOON_EW	1393	1	0	0	0	synthetic_floor	2991	MOON_EW.unk
MOON_NS	1398	1	0	0	0	synthetic_floor	2991	MOON_NS.unk
MORPH_1	1539	2	0	0	0	synthetic_floor	2991	MORPH_1.unk
MORPH_2	1540	2	0	0	0	synthetic_floor	2991	MORPH_2.unk
MORPH_3	1541	3	0	0	0	synthetic_floor	2991	MORPH_3.unk
MORPH_4	1542	2	0	0	0	synthetic_floor	2991	MORPH_4.unk
MORPH_5	1543	3	0	0	0	synthetic_floor	2991	MORPH_5.unk
MOVEFLOR	166	4	0	0	0	synthetic_floor	2991	MOVEFLOR.unk
MTELEPAD	400	2	0	0	0	synthetic_floor	2991	MTELEPAD.unk
NMINER	1250	1	0	0	0	synthetic_floor	2991	NMINER.unk
NOSTRIL	1088	3	0	0	0	synthetic_floor	2991	NOSTRIL.unk
NPC	2577	18	0	0	0	synthetic_floor	2991	NPC.unk
NPCDEATH	2578	1	0	0	0	synthetic_floor	2991	NPCDEATH.unk
NPC_ONLY	872	1	0	0	0	synthetic_floor	2991	NPC_ONLY.unk
OFFWORK	761	1	0	0	0	synthetic_floor	2991	OFFWORK.unk
ONCEEGG	2307	2	0	0	0	synthetic_floor	2991	ONCEEGG.unk
PANELEW	164	1	0	0	0	synthetic_floor	2991	PANELEW.unk
PANELNS	163	1	0	0	0	synthetic_floor	2991	PANELNS.unk
PDOOR2EW	892	1	0	0	0	synthetic_floor	2991	PDOOR2EW.unk
PDOOR2NS	869	1	0	0	0	synthetic_floor	2991	PDOOR2NS.unk
PDOOR3EW	1341	1	0	0	0	synthetic_floor	2991	PDOOR3EW.unk
PDOOR3NS	102	1	0	0	0	synthetic_floor	2991	PDOOR3NS.unk
PEPSIEW	150	2	0	0	0	synthetic_floor	2991	PEPSIEW.unk
PEPSINS	156	2	0	0	0	synthetic_floor	2991	PEPSINS.unk
PIPRAK	60	1	0	0	0	synthetic_floor	2991	PIPRAK.unk
PIPRAK1	59	1	0	0	0	synthetic_floor	2991	PIPRAK1.unk
PIT	870	1	0	0	0	synthetic_floor	2991	PIT.unk
PLASMA	1329	1	0	0	0	synthetic_floor	2991	PLASMA.unk
PORBETTY	1600	1	0	0	0	synthetic_floor	2991	PORBETTY.unk
POWEREG	2331	3	0	0	0	synthetic_floor	2991	POWEREG.unk
PPLATE2	411	2	0	0	0	synthetic_floor	2991	PPLATE2.unk
PSAFE_EW	1342	1	0	0	0	synthetic_floor	2991	PSAFE_EW.unk
PSAFE_NS	87	1	0	0	0	synthetic_floor	2991	PSAFE_NS.unk
PUFLOOR1	1485	2	0	0	0	synthetic_floor	2991	PUFLOOR1.unk
PUFLOOR2	1472	2	0	0	0	synthetic_floor	2991	PUFLOOR2.unk
PUFLOOR3	1488	2	0	0	0	synthetic_floor	2991	PUFLOOR3.unk
PUFLOOR4	1489	2	0	0	0	synthetic_floor	2991	PUFLOOR4.unk
PUFLOOR5	1490	2	0	0	0	synthetic_floor	2991	PUFLOOR5.unk
PUFLOOR6	1491	2	0	0	0	synthetic_floor	2991	PUFLOOR6.unk
PUFLOOR7	1492	2	0	0	0	synthetic_floor	2991	PUFLOOR7.unk
PUFLOOR8	1493	2	0	0	0	synthetic_floor	2991	PUFLOOR8.unk
PUFLOOR9	1494	2	0	0	0	synthetic_floor	2991	PUFLOOR9.unk
PUFLOR10	1610	2	0	0	0	synthetic_floor	2991	PUFLOR10.unk
PU_GUN	1468	6	0	0	0	synthetic_floor	2991	PU_GUN.unk
R2D2	441	3	0	0	0	synthetic_floor	2991	R2D2.unk
RADAR	420	1	0	0	0	synthetic_floor	2991	RADAR.unk
RADARBAS	899	4	0	0	0	synthetic_floor	2991	RADARBAS.unk
RADIOEG	2332	3	0	0	0	synthetic_floor	2991	RADIOEG.unk
RAILBASE	1513	4	0	0	0	synthetic_floor	2991	RAILBASE.unk
RAILGUN	1512	6	0	0	0	synthetic_floor	2991	RAILGUN.unk
REBEL	2329	3	0	0	0	synthetic_floor	2991	REBEL.unk
RE_BACK	347	1	0	0	0	synthetic_floor	2991	RE_BACK.unk
RE_BOOTH	348	1	0	0	0	synthetic_floor	2991	RE_BOOTH.unk
RE_FLOOR	314	2	0	0	0	synthetic_floor	2991	RE_FLOOR.unk
RE_SIDE	312	1	0	0	0	synthetic_floor	2991	RE_SIDE.unk
RFANBADE	976	2	0	0	0	synthetic_floor	2991	RFANBADE.unk
RFANBADN	981	2	0	0	0	synthetic_floor	2991	RFANBADN.unk
RFANEW	96	3	0	0	0	synthetic_floor	2991	RFANEW.unk
RFANNS	191	3	0	0	0	synthetic_floor	2991	RFANNS.unk
ROAMING	717	1	0	0	0	synthetic_floor	2991	ROAMING.unk
ROLLB_EW	1421	6	0	0	0	synthetic_floor	2991	ROLLB_EW.unk
ROLLB_NS	1416	6	0	0	0	synthetic_floor	2991	ROLLB_NS.unk
ROLLROUN	1081	1	0	0	0	synthetic_floor	2991	ROLLROUN.unk
ROLL_EW	1390	6	0	0	0	synthetic_floor	2991	ROLL_EW.unk
ROLL_NS	840	6	0	0	0	synthetic_floor	2991	ROLL_NS.unk
RSTATION	424	1	0	0	0	synthetic_floor	2991	RSTATION.unk
RTELEPAD	394	2	0	0	0	synthetic_floor	2991	RTELEPAD.unk
SAFE_EW	533	1	0	0	0	synthetic_floor	2991	SAFE_EW.unk
SAFE_FLR	1094	1	0	0	0	synthetic_floor	2991	SAFE_FLR.unk
SAFE_NS	532	1	0	0	0	synthetic_floor	2991	SAFE_NS.unk
SATARG	1355	1	0	0	0	synthetic_floor	2991	SATARG.unk
SBIG_EW	53	1	0	0	0	synthetic_floor	2991	SBIG_EW.unk
SBIG_NS	110	1	0	0	0	synthetic_floor	2991	SBIG_NS.unk
SCANNER	1327	2	0	0	0	synthetic_floor	2991	SCANNER.unk
SCIENTIS	838	1	0	0	0	synthetic_floor	2991	SCIENTIS.unk
SCIGUNEW	1509	4	0	0	0	synthetic_floor	2991	SCIGUNEW.unk
SCIGUNNS	1470	4	0	0	0	synthetic_floor	2991	SCIGUNNS.unk
SCI_CAT1	1058	1	0	0	0	synthetic_floor	2991	SCI_CAT1.unk
SCI_CAT2	1109	1	0	0	0	synthetic_floor	2991	SCI_CAT2.unk
SCI_EW	955	1	0	0	0	synthetic_floor	2991	SCI_EW.unk
SCI_NS	956	1	0	0	0	synthetic_floor	2991	SCI_NS.unk
SEATLADY	1433	1	0	0	0	synthetic_floor	2991	SEATLADY.unk
SEATWORK	1431	1	0	0	0	synthetic_floor	2991	SEATWORK.unk
SECADA	1124	2	0	0	0	synthetic_floor	2991	SECADA.unk
SECRTEGG	2318	1	0	0	0	synthetic_floor	2991	SECRTEGG.unk
SECUREW	1087	4	0	0	0	synthetic_floor	2991	SECUREW.unk
R_SHIELD	403	1	0	0	0	synthetic_floor	2991	R_SHIELD.unk
SENTRY	463	6	0	0	0	synthetic_floor	2991	SENTRY.unk
